epoch,train_loss,val_top1,val_top5
77,1.1606671656799317,53.68,78.71
78,1.1536844905853272,52.22,77.6
79,1.1473942677688598,52.45,78.47
80,1.123201967086792,48.95,74.94
81,1.1276877417373656,54.81,79.55
82,1.1132668917083741,54.36,78.66
83,1.107057945652008,52.89,79.03
84,1.0977937321472169,54.06,79.14
85,1.0933820860862733,54.65,79.33
86,1.0830494263458252,54.7,79.48
87,1.0795757414245606,52.94,77.97
88,1.0734259600830078,51.87,77.13
89,1.0683650309562682,52.82,77.66
90,1.0591578325653077,53.25,78.36
91,0.5621120044517517,65.94,86.39
92,0.3929066368675232,66.12,86.7
93,0.3137201428222656,65.52,86.25
94,0.25920838419914244,65.12,86.2
95,0.2222618299293518,65.79,85.99
96,0.187665694770813,65.03,85.81
97,0.16314442648887634,65.58,86.12
98,0.14360883436203004,64.97,85.53
99,0.13083126575946807,65.05,85.32
100,0.12123711741447449,64.71,85.71
101,0.11243866371631622,64.5,85.4
102,0.11011856470584869,63.98,84.93
103,0.1096284986114502,63.65,84.6
104,0.11282107059001922,63.48,84.72
105,0.11505335031986237,63.7,84.34
106,0.12018674071788787,62.88,84.27
107,0.1296979929447174,62.59,84.07
108,0.14535652194023133,62.13,83.24
109,0.16498863423347473,61.33,82.64
110,0.18044014596939087,62.21,83.27
111,0.19680939727783203,60.78,82.71
112,0.20570477571487428,61.32,82.88
113,0.2058406072616577,60.18,82.39
114,0.20944661560058594,60.98,82.94
115,0.20141980374336244,60.11,81.99
116,0.209687749376297,60.37,82.11
117,0.20566612162590026,60.79,82.61
118,0.1949507857322693,59.86,82.15
119,0.19294778649330138,59.18,81.09
120,0.18958631564140319,60.45,82.75
121,0.07273240947246551,65.4,85.57
122,0.04121518982172012,65.53,85.34
123,0.03262624025225639,65.88,85.61
124,0.029026911545991897,65.74,85.67
125,0.02595534834265709,65.91,85.6
126,0.023746774972677232,65.92,85.66
127,0.023194788128137588,65.93,85.91
128,0.021456864129304885,65.78,85.64
129,0.020751066824197768,65.82,85.66
130,0.01995489377617836,66.16,85.58
131,0.01926403150200844,66.14,85.6
132,0.019027479196786882,66.16,85.73
133,0.018861261370778083,66.19,85.75
134,0.018372258179187775,65.89,85.56
135,0.018344241017103195,66.21,85.73
136,0.018144795808792115,65.73,85.81
137,0.01812221018433571,65.92,85.73
138,0.01787852738261223,66.11,85.71
139,0.01797936561346054,66.07,85.77
140,0.017936354199647904,65.93,85.65
141,0.017958339879512786,66.12,85.83
142,0.01824628744006157,66.11,85.81
143,0.018180049213171005,66.12,85.69
144,0.017889005929231643,66.07,85.78
145,0.018354793170690536,66.2,85.56
146,0.01817420688033104,66.06,85.83
147,0.018351377220153807,66.04,85.76
148,0.018740264033079147,66.18,85.69
149,0.01852752453684807,66.0,85.83
,,66.21,
