epoch,train_loss,val_top1,val_top5
120,0.22681655471801757,58.83,80.92
121,0.10207819177150726,64.03,84.33
122,0.06113465889930725,64.17,84.33
123,0.05084717401504517,64.22,84.33
124,0.044727532510757444,64.4,84.49
125,0.04091397458553314,64.38,84.52
126,0.039053969504833225,64.48,84.7
127,0.035961624360084536,64.74,84.55
128,0.0346916557097435,64.63,84.67
129,0.03348531736731529,64.55,84.61
130,0.033065890247821805,64.67,84.53
131,0.03205033242583275,64.71,84.57
132,0.03113427137851715,64.72,84.68
133,0.031124580113887787,64.79,84.62
134,0.03017840661048889,64.51,84.53
135,0.030142858242988586,64.56,84.56
136,0.029913314864635467,64.64,84.51
137,0.02989305921792984,64.65,84.65
138,0.029364988557100295,64.58,84.71
139,0.02943580449104309,64.8,84.82
140,0.029002373640537264,64.6,84.73
141,0.029117360208034515,64.47,84.68
142,0.028968827266693115,64.53,84.71
143,0.029044690327644347,64.68,84.82
144,0.029320346612930297,64.5,84.68
145,0.02938487408399582,64.62,84.46
146,0.02946918035507202,64.72,84.61
147,0.0293310283946991,64.67,84.75
148,0.029325669374465943,64.65,84.73
149,0.029531998162269594,64.55,84.79
,,64.8,
