epoch,train_loss,val_top1,val_top5
129,0.02083217574119568,66.82,85.51
130,0.019747402971982957,66.77,85.45
131,0.019144031497240067,66.91,85.55
132,0.018870997697114946,66.9,85.49
133,0.018361002863049508,66.86,85.57
134,0.018395327651500704,66.59,85.64
135,0.017954958978891374,66.75,85.54
136,0.01807326710343361,66.49,85.59
137,0.017924071550369264,66.82,85.49
138,0.01772475811123848,66.63,85.59
139,0.01770756772518158,66.79,85.64
140,0.017658065152168275,66.89,85.5
141,0.017697780656814575,66.66,85.48
142,0.017939419380426407,66.76,85.36
143,0.017902980370521546,66.58,85.38
144,0.017892071479558944,66.64,85.66
145,0.017957016220092773,66.73,85.48
146,0.018075188269615173,66.65,85.45
147,0.018180772790908812,66.78,85.4
148,0.018110730788707733,66.64,85.41
149,0.018267655779123305,66.92,85.61
,,66.97,
